"","household_income","experienced_wellbeing"
"1",1156.63940276885,15.5257477338465
"2",6767.72587980365,16.0400704307241
"3",30726.3052252065,16.2212299600973
"4",10715.3152293642,18.1703668365976
"5",17236.3277101123,18.2390488994701
"6",-10403.0944912079,18.4988486113962
"7",12187.8700423603,18.9255590833937
"8",24055.9644088722,19.5917367816609
"9",21682.2126922579,20.0410375331364
"10",29634.7674032704,20.7135182250424
"11",8160.61592064375,21.0608224038681
"12",14069.9542882381,21.1314957993274
"13",19501.930772649,21.2993869822326
"14",12214.4860544472,21.8951558113797
"15",11606.6698781147,22.3313244532112
"16",8256.55469703381,22.5614059795522
"17",16380.2466858576,22.5913912409105
"18",32669.754009882,23.3503856777043
"19",12964.3804395227,23.3799914025629
"20",15064.5577226519,23.418345041334
"21",13631.6382880634,23.4780383090732
"22",38916.3903019742,23.9274092039106
"23",36400.5343866744,24.1406030824255
"24",32219.5467964301,24.1451002477118
"25",35497.6714565051,24.2062312049054
"26",32175.2221635622,24.3944702930884
"27",22741.3056329303,24.6095870289343
"28",16635.1364134702,24.6856736975905
"29",13447.691287242,25.1301772106585
"30",24287.9993857596,25.2179171024533
"31",23102.6238939159,25.3054599225603
"32",12418.4934462224,25.533249001981
"33",25780.399647603,25.6824039914897
"34",30583.2878645916,25.9096772699529
"35",26463.6316833965,25.9701590393163
"36",37692.3157723563,25.9829618793019
"37",27722.1308102547,26.0243677478384
"38",36454.489473349,26.0470007689074
"39",-6697.76899138109,26.1254471773158
"40",18142.6765199199,26.2653210240983
"41",18413.6344205701,26.2670182625317
"42",33497.1056731199,26.2691266921321
"43",18228.285182679,26.3018273861694
"44",15992.0284500669,26.4029483935923
"45",43037.5416364719,26.4857871364381
"46",25079.4745596089,26.5385045538971
"47",29064.6350047692,26.5931313292586
"48",40276.136492414,26.5975943769103
"49",22105.6667261756,26.6322360744046
"50",41641.0710320907,26.6402627610939
"51",18923.4173342785,26.6808804114019
"52",28467.0531332589,26.7939482263103
"53",25687.941757527,26.8437919811014
"54",26396.3401978189,26.8695927853917
"55",25246.6605847277,26.8761318636426
"56",31779.8573074457,26.8939809235957
"57",23475.2148880653,27.0641469632905
"58",42630.2693988897,27.1058933654923
"59",41674.9655530831,27.1891200553423
"60",14680.2150151755,27.2557857180425
"61",35392.7650977603,27.2604838948971
"62",45186.0726776442,27.3102634283218
"63",24444.7785533627,27.3698829224158
"64",34794.0459637329,27.4128659931074
"65",34286.9953750481,27.4381772489781
"66",37989.5743907335,27.4492281969856
"67",21824.5201253829,27.7626888540423
"68",16210.4252065595,27.7883376215762
"69",34112.0997852584,27.8369599935451
"70",5904.99561826277,27.8574828503319
"71",44279.9407731878,27.9736538506285
"72",23064.3265664766,28.0069738203187
"73",40475.7803911208,28.0314960825459
"74",45364.6614271019,28.0948833085356
"75",24769.7722797298,28.0953844349456
"76",10427.7789056327,28.1229315503905
"77",25370.8490220511,28.1400394440687
"78",25600.7257645706,28.16313624843
"79",41249.2090578581,28.1768015822357
"80",40241.9144047533,28.2281424329976
"81",18666.7896559934,28.3018806470423
"82",33369.9416604657,28.3803640444681
"83",22576.4169821364,28.4015097602911
"84",14057.3703504058,28.4152987443327
"85",44446.0031050472,28.5439379997452
"86",46131.9322459532,28.5568593991055
"87",12166.039859184,28.5876165260423
"88",38379.2278839794,28.6577784554934
"89",11810.7135180116,28.6582759913338
"90",27567.992327303,28.7059507433319
"91",37273.546998445,28.8940419002935
"92",34706.6209737883,29.0393125112324
"93",34173.6815517077,29.107334767218
"94",11172.3180938894,29.1166704483195
"95",26300.0662755166,29.1173204736073
"96",29023.9622306649,29.1820004671426
"97",40205.8232894213,29.2107519096765
"98",40799.3956118646,29.2276666599213
"99",21132.1624551961,29.2518664426538
"100",27086.1034652564,29.2564828846795
"101",38083.7503856876,29.3142583699907
"102",37120.9215273904,29.37696826704
"103",32980.418696792,29.3904732007263
"104",30756.6884193638,29.3938468661426
"105",33891.9170665976,29.4495678095187
"106",38565.8651000956,29.4521633514315
"107",26226.2981770685,29.5112031106478
"108",46851.9710327784,29.5500958229587
"109",6781.00619809646,29.5584897600766
"110",39444.8617053383,29.5606508218314
"111",36708.5982386224,29.5764283425574
"112",17596.3300491339,29.6215374236094
"113",27000.8800706374,29.6421694410279
"114",27730.8710264095,29.7263823984506
"115",21768.8846664981,29.7734176736229
"116",35595.5782161121,29.7850063471152
"117",28450.9305212687,29.7997440559239
"118",36639.4266610849,29.8262087445515
"119",40697.3270247299,29.8368520506346
"120",26373.3995277748,29.8750148766761
"121",54022.6131503257,29.9634171252184
"122",32483.0783853265,29.9846333323093
"123",25588.2042467398,30.0631532604941
"124",38514.1510571755,30.1683082375108
"125",35036.7644565405,30.1962408773413
"126",51960.1830102347,30.211976877287
"127",15556.0517365937,30.2635660957836
"128",39594.5789475024,30.2685261182332
"129",31627.2016568522,30.322268233558
"130",25233.6778505436,30.3238612705474
"131",54940.6706516762,30.4145847871204
"132",47690.070509876,30.4665084298453
"133",18150.8424531852,30.4768798996374
"134",47956.2299274852,30.5814224167991
"135",40680.1665963863,30.6362820818643
"136",33294.3351748125,30.6363196009074
"137",31548.2651913068,30.6441161913508
"138",28845.0766785504,30.6627242890032
"139",32950.0246819622,30.7034869503007
"140",29918.0510629831,30.7110639021059
"141",39983.3657806091,30.7670800487467
"142",36264.8900919044,30.8353214368055
"143",32673.8017459657,30.900279695698
"144",44356.8524419061,30.972938385837
"145",44162.1667999791,30.9865979177835
"146",40568.000870604,30.9935028533507
"147",20499.112947703,31.1198212716276
"148",31342.3282910074,31.1252941276248
"149",39371.2905225819,31.1969048085574
"150",47203.2774889385,31.2046135090143
"151",7047.05324450446,31.2492417210355
"152",60645.7343909668,31.261364835763
"153",48743.8371428987,31.2695179728105
"154",28589.7425342863,31.285746562179
"155",57746.3970615988,31.305748460147
"156",27054.970080066,31.3337658257309
"157",42087.9054913606,31.354592563104
"158",43331.8187750032,31.3593114548387
"159",33890.0013666533,31.4127543303217
"160",39558.3333264188,31.4142354186813
"161",26506.7072289341,31.4247611556609
"162",23910.0690213337,31.426491176955
"163",43564.6241176674,31.4362535679186
"164",41843.3516390818,31.4701840027176
"165",47889.4634851938,31.4718989234869
"166",44963.7090826744,31.500796023814
"167",44581.3591676798,31.5021039507366
"168",31990.1134012797,31.5362445410944
"169",39147.0468147255,31.6022832204704
"170",47130.355038834,31.6062155685329
"171",39663.2249641942,31.625003999031
"172",23074.4850582636,31.625782611062
"173",37082.1858666968,31.678603640094
"174",28631.8425664503,31.6822018602376
"175",12408.2902540518,31.7419204733654
"176",29777.8095851344,31.7472900019449
"177",20637.6504348006,31.7562003157276
"178",33985.8652575632,31.7759246767174
"179",32949.3050581077,31.7836710167733
"180",23602.9622351666,31.8193658745241
"181",32879.8167121423,31.8372686535627
"182",41328.4231270942,31.848244289849
"183",22090.0477445997,31.8580094712258
"184",37199.4741506451,31.8760148170071
"185",40875.9332463141,31.8988224891447
"186",43060.5780569424,31.9025450787038
"187",27660.1934356965,31.9061030429208
"188",14034.0351281127,31.9158805245222
"189",42057.2138327943,31.9938810218348
"190",60692.2675438311,31.9940415581847
"191",30436.5732708643,32.0041141599255
"192",32381.7439042224,32.0057058762485
"193",29389.1218448293,32.0191316692877
"194",40581.5727548028,32.0388161005253
"195",32766.2690854029,32.0678179844807
"196",29553.490228652,32.0740178253439
"197",19111.2030387692,32.0805655850561
"198",28889.8296023419,32.0812162108744
"199",43698.0766543491,32.1264718485056
"200",26910.0579908694,32.1366390674707
"201",28635.4108074605,32.2196142025873
"202",37352.03316705,32.2389817173414
"203",39961.3885330586,32.2603155946494
"204",42020.559676769,32.2628718766878
"205",47035.6957523968,32.2732371165977
"206",36721.8097639985,32.2876755518426
"207",38031.8456660471,32.2890295990877
"208",26411.5828671414,32.3437517496732
"209",28481.9381608725,32.4567665315127
"210",36620.4903646242,32.4649739516415
"211",37234.5671786511,32.5100211022235
"212",45943.4512115749,32.5192470509959
"213",29373.3286751568,32.5427771384472
"214",39910.1167418211,32.5450442167208
"215",36696.5550185191,32.5648506750876
"216",41829.7383449211,32.594691732167
"217",45750.9554879338,32.6001695568208
"218",46888.4007059083,32.6122853400272
"219",45549.5527196678,32.6534725102766
"220",21900.8395979058,32.696927331748
"221",30557.1332460471,32.715044949308
"222",43260.6067662994,32.7219265718612
"223",35767.2519183668,32.7578067148994
"224",55966.0004579954,32.7672352263913
"225",25800.0537560841,32.7795455360462
"226",31526.5881542431,32.7858867031603
"227",43652.0080554503,32.7922894940989
"228",39170.9908478443,32.8238217911428
"229",28302.3232351534,32.8407040487232
"230",46477.4503842374,32.8419802405025
"231",15560.9752618432,32.8525913616331
"232",46407.7565475028,32.9370391187294
"233",46448.4420221778,32.9484725914163
"234",26892.3928730588,32.9525534855407
"235",44349.677924282,32.9833133368706
"236",33714.0624818175,33.0086305022444
"237",28050.931659759,33.019776807041
"238",34819.0004667832,33.0255744365434
"239",34712.6158921114,33.0695371969444
"240",39046.772474685,33.1338146915727
"241",48684.2162108657,33.1578446545846
"242",29650.9416527995,33.1889052584218
"243",45857.553008394,33.2044305173069
"244",27559.5852192573,33.2345890934455
"245",41914.6366593083,33.2902411196914
"246",36265.0394628813,33.2903897742005
"247",26090.9589283317,33.3084266456717
"248",48342.5979174676,33.3103914546547
"249",46909.7886933766,33.3148125853124
"250",45434.8720961052,33.3272455454292
"251",39043.5296554904,33.3441360084986
"252",40983.5592059593,33.4316540587148
"253",42271.6463954576,33.4385775706721
"254",19612.1305607678,33.4407495315134
"255",33797.3658716054,33.4656826390884
"256",39229.3095879684,33.508815963846
"257",31497.3443559696,33.5191886278629
"258",32996.9787417547,33.5686079182544
"259",41025.908415018,33.570764861456
"260",36218.0602299112,33.5848673686737
"261",42638.4665310543,33.5930464437258
"262",31281.5364035077,33.6016262312486
"263",48063.0538964463,33.6096173917217
"264",21710.4140665129,33.612288221321
"265",43323.493934196,33.6164024674447
"266",43581.9402436123,33.6255102758317
"267",32197.3431108572,33.6281428398578
"268",42652.8767172028,33.6361884910034
"269",34860.6883271178,33.6424573815949
"270",45161.2515370157,33.6517301440982
"271",45521.6969063924,33.6600738802635
"272",37283.5376014842,33.663386696973
"273",42365.7361147882,33.6707285235389
"274",37310.0137789053,33.6895909166071
"275",46098.316396968,33.6953554099096
"276",23911.7172478305,33.6989046767584
"277",45917.9200499061,33.6996173215064
"278",36926.7966271713,33.7493487271493
"279",28920.249078001,33.7666247417786
"280",47198.0334662476,33.7705924406691
"281",49981.3540476105,33.7755076482011
"282",48400.3029801316,33.7901530552123
"283",44273.6416714783,33.7956003184738
"284",42686.6564917315,33.7971719209986
"285",43135.6307518061,33.7984997791428
"286",34943.5277917077,33.8031319348978
"287",36745.4898990608,33.8395705877581
"288",52232.1518522952,33.8746987391644
"289",21413.1434313079,33.8763392260061
"290",36115.9089013883,33.8894413733119
"291",41398.0074965261,33.8909710627889
"292",38527.4821371552,33.9164413762504
"293",21569.5598896231,33.9341687823939
"294",50857.6341339608,33.9407412349188
"295",26803.1354610118,33.9426132639706
"296",51585.3027806928,33.957199517242
"297",34973.784347911,33.9583422105657
"298",26563.2380635735,33.9817663254645
"299",29774.9259742985,33.9919898278539
"300",20748.3324483248,34.0186584818736
"301",31936.0949847918,34.026732548954
"302",29199.402999913,34.0328529151796
"303",25880.7496507917,34.065574387612
"304",43830.3983556145,34.1013014914397
"305",57561.7812287826,34.1156302770068
"306",30932.6260962774,34.1217886873218
"307",51315.476537877,34.167070385456
"308",34292.7775460936,34.1726384082229
"309",45561.6199356988,34.1779642174323
"310",42100.1786668818,34.1899565590716
"311",20998.2047670215,34.2170632882199
"312",39559.9686770035,34.2330513635336
"313",38570.4990013548,34.2357564213065
"314",57222.206472544,34.2416517988316
"315",33169.7761167171,34.2528135922737
"316",33931.351421617,34.2669010765886
"317",28186.8111721068,34.2731518221084
"318",42131.0022145149,34.277210783587
"319",35588.0578102488,34.2935225095185
"320",30999.2672235266,34.2985008977015
"321",25468.5427179368,34.2999283820514
"322",40042.273042469,34.3146049272975
"323",33212.4396662998,34.3238335614019
"324",35956.8518766098,34.3321403594239
"325",53197.4621783668,34.3321552851771
"326",37798.0116569894,34.3440835049985
"327",34802.2712614208,34.3750534333772
"328",49584.4583397732,34.3775863086773
"329",40263.6520582632,34.3783713901016
"330",27682.4846726713,34.3798751349241
"331",32736.083862551,34.3831695208878
"332",45841.1408789866,34.3897321567237
"333",43016.1008919099,34.3913878697192
"334",40802.9414116609,34.4169631167574
"335",33547.9029111182,34.4263510272173
"336",36362.3722211208,34.441492706874
"337",48379.9461115047,34.5048632606571
"338",33921.5805962286,34.506800728446
"339",41524.0523470601,34.5093773038682
"340",46747.9765011808,34.5101009414544
"341",25052.7194045986,34.5157189351016
"342",44203.4644250505,34.525218686621
"343",40352.1606003094,34.5418384142466
"344",37715.6993124579,34.5433233114545
"345",53780.8275246238,34.5615439771843
"346",43735.26450192,34.5640769466676
"347",36332.21516523,34.5734487636982
"348",43369.7180645869,34.5884672931677
"349",29557.5842163915,34.5950161122141
"350",46032.8181358533,34.5957506653545
"351",52065.9610103798,34.613474660855
"352",34021.895932358,34.6302706619298
"353",29500.4858370276,34.6650564246156
"354",18714.2953562372,34.6799516455623
"355",50503.4278039728,34.7157575633432
"356",39635.3086948775,34.7171678005051
"357",46459.4485269346,34.7295075797928
"358",33859.887965743,34.7390036129103
"359",58330.4972779823,34.739451539723
"360",35826.8441438012,34.7481291191225
"361",45394.9644710288,34.7524270941948
"362",40566.0308547019,34.7571896713029
"363",31635.1753671058,34.7755172431243
"364",48825.8113183697,34.7848016303931
"365",34942.6326034809,34.7868817407465
"366",50045.0534576699,34.7966983444243
"367",46287.056947743,34.8105702166627
"368",45676.8189507649,34.8252267806566
"369",39156.6850155326,34.845267216061
"370",39300.4996483563,34.8541750639884
"371",38990.3106518476,34.8623680019611
"372",48743.30731613,34.867711840337
"373",35497.7501936059,34.8784840934501
"374",42496.9937606509,34.8787406769908
"375",55854.8715450721,34.8812096251183
"376",42582.0316903143,34.890173828247
"377",44948.7864293008,34.9179420058174
"378",52882.6521744456,34.9209003846839
"379",43057.3504966945,34.9220273217229
"380",53780.8031754596,34.925301101022
